epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1081.72,0.6808,0.3443,0.86729,0.99562,0.99997,0.99393,0.77118,0.82346,0.3322,0.95036,0.000654798,0.000654798,0.000654798
186,1087.68,0.63798,0.33094,0.85466,0.99527,0.99949,0.99395,0.77446,0.81406,0.32976,0.94438,0.000649297,0.000649297,0.000649297
187,1093.56,0.67045,0.3448,0.8595,0.99535,0.99869,0.99406,0.77607,0.81046,0.32971,0.94149,0.000643795,0.000643795,0.000643795
188,1099.14,0.65159,0.33678,0.86031,0.99719,1,0.994,0.76754,0.81837,0.33034,0.94664,0.000638294,0.000638294,0.000638294
189,1104.77,0.69572,0.34648,0.86253,0.99777,1,0.99399,0.76338,0.82602,0.33231,0.94944,0.000632793,0.000632793,0.000632793
190,1110.6,0.66412,0.34097,0.86203,0.99678,0.99924,0.99401,0.77238,0.80739,0.32853,0.94093,0.000627292,0.000627292,0.000627292
191,1116.32,0.66855,0.34322,0.86003,0.99479,0.99923,0.99419,0.773,0.79841,0.32054,0.93411,0.000621791,0.000621791,0.000621791
192,1122.24,0.68586,0.34527,0.86964,0.99436,0.99972,0.99407,0.77862,0.79331,0.31834,0.93302,0.00061629,0.00061629,0.00061629
193,1127.99,0.6658,0.34596,0.85186,0.99603,0.99968,0.99395,0.77234,0.81779,0.32112,0.94159,0.000610789,0.000610789,0.000610789
194,1133.75,0.63784,0.32842,0.86184,0.99681,0.9996,0.99399,0.77169,0.80842,0.31969,0.93847,0.000605288,0.000605288,0.000605288
195,1139.78,0.66072,0.33443,0.86408,0.99769,0.99939,0.99406,0.77831,0.79825,0.31723,0.93521,0.000599787,0.000599787,0.000599787
196,1145.47,0.62981,0.32376,0.8578,0.99683,0.99964,0.99407,0.78555,0.81196,0.31657,0.94454,0.000594286,0.000594286,0.000594286
197,1151.19,0.66535,0.33679,0.86623,0.9975,0.99981,0.99407,0.78166,0.81084,0.31789,0.94227,0.000588784,0.000588784,0.000588784
198,1157.13,0.64461,0.3394,0.85206,0.99799,1,0.99417,0.78257,0.80914,0.31967,0.941,0.000583283,0.000583283,0.000583283
199,1163,0.62875,0.32387,0.8558,0.99555,0.99936,0.99479,0.78295,0.82447,0.32437,0.94958,0.000577782,0.000577782,0.000577782
200,1168.94,0.64168,0.3261,0.84937,0.99301,0.99851,0.99477,0.78461,0.82344,0.32894,0.94874,0.000572281,0.000572281,0.000572281
201,1174.55,0.61602,0.31901,0.84474,0.99491,0.99995,0.99452,0.78008,0.8136,0.32456,0.94358,0.00056678,0.00056678,0.00056678
202,1180.41,0.63735,0.33546,0.8509,0.99564,1,0.99436,0.77974,0.81989,0.32309,0.9461,0.000561279,0.000561279,0.000561279
203,1186.16,0.62614,0.32721,0.85494,0.99774,1,0.99428,0.77477,0.82267,0.32229,0.94818,0.000555778,0.000555778,0.000555778
204,1192.15,0.65698,0.33747,0.85481,0.99764,0.99973,0.99436,0.77624,0.80362,0.31525,0.93769,0.000550277,0.000550277,0.000550277
205,1197.8,0.65464,0.33474,0.85523,0.99663,0.99991,0.99434,0.76951,0.8052,0.31839,0.93957,0.000544776,0.000544776,0.000544776
206,1203.59,0.63626,0.33157,0.85375,0.99527,0.99665,0.99431,0.76591,0.81801,0.32394,0.94484,0.000539275,0.000539275,0.000539275
207,1209.37,0.64701,0.33367,0.85001,0.99054,0.99669,0.99443,0.77,0.80039,0.31702,0.93451,0.000533773,0.000533773,0.000533773
208,1215.31,0.65942,0.32912,0.85956,0.99357,0.99902,0.99445,0.77533,0.79952,0.31721,0.9346,0.000528272,0.000528272,0.000528272
209,1221.18,0.64035,0.33366,0.84935,0.99682,0.99935,0.99438,0.77294,0.81085,0.32155,0.94021,0.000522771,0.000522771,0.000522771
210,1227.11,0.61539,0.32328,0.85245,0.99791,0.99945,0.99452,0.77415,0.80606,0.32053,0.93769,0.00051727,0.00051727,0.00051727
211,1232.82,0.63625,0.33238,0.85798,0.99786,1,0.99463,0.77366,0.8002,0.31529,0.9357,0.000511769,0.000511769,0.000511769
212,1238.45,0.63192,0.32005,0.85877,0.99625,1,0.9947,0.76542,0.80583,0.31969,0.93994,0.000506268,0.000506268,0.000506268
213,1244.3,0.61692,0.32044,0.8447,0.99768,1,0.99469,0.75946,0.8111,0.31877,0.9427,0.000500767,0.000500767,0.000500767
214,1250.45,0.61285,0.31776,0.86043,0.99805,0.99952,0.99464,0.76074,0.8126,0.31816,0.94332,0.000495266,0.000495266,0.000495266
215,1256.18,0.63314,0.322,0.85398,0.99837,0.99885,0.99436,0.76594,0.82282,0.31568,0.94723,0.000489765,0.000489765,0.000489765
216,1261.93,0.62753,0.31277,0.86057,0.99849,0.99936,0.99428,0.7748,0.82411,0.31701,0.94729,0.000484263,0.000484263,0.000484263
217,1267.93,0.62002,0.32115,0.84301,0.99776,0.9987,0.99405,0.7755,0.82476,0.32537,0.94815,0.000478762,0.000478762,0.000478762
218,1273.76,0.59794,0.3087,0.83949,0.99779,0.99868,0.994,0.77629,0.82269,0.32466,0.94585,0.000473261,0.000473261,0.000473261
219,1279.32,0.62481,0.3195,0.85383,0.99782,0.99958,0.994,0.7751,0.81654,0.32174,0.94325,0.00046776,0.00046776,0.00046776
220,1285.44,0.61056,0.31531,0.85572,0.99619,0.99886,0.99404,0.77944,0.81355,0.31923,0.94292,0.000462259,0.000462259,0.000462259
221,1291.03,0.62087,0.32125,0.8606,0.99692,1,0.99393,0.77429,0.81715,0.31986,0.94466,0.000456758,0.000456758,0.000456758
222,1297.11,0.62138,0.32471,0.85654,0.99715,1,0.99396,0.77786,0.81078,0.31776,0.94038,0.000451257,0.000451257,0.000451257
223,1302.87,0.61524,0.31897,0.84545,0.9967,0.99972,0.99409,0.77583,0.81051,0.31315,0.93963,0.000445756,0.000445756,0.000445756
224,1308.79,0.62275,0.31714,0.86053,0.99773,1,0.99402,0.7779,0.81496,0.31455,0.94203,0.000440255,0.000440255,0.000440255
225,1314.41,0.6332,0.32951,0.84889,0.99354,1,0.99405,0.77143,0.8198,0.31755,0.94383,0.000434754,0.000434754,0.000434754
226,1320.07,0.6387,0.32701,0.85845,0.99385,1,0.99417,0.77579,0.82742,0.31806,0.94645,0.000429253,0.000429253,0.000429253
227,1325.69,0.62334,0.31547,0.84602,0.99725,1,0.9942,0.77189,0.83552,0.31707,0.94936,0.000423751,0.000423751,0.000423751
228,1331.55,0.6348,0.32663,0.85133,0.99434,1,0.99413,0.76241,0.82517,0.3157,0.94527,0.00041825,0.00041825,0.00041825
229,1337.53,0.63685,0.3236,0.85125,0.99358,0.99963,0.99413,0.76842,0.81789,0.31354,0.94283,0.000412749,0.000412749,0.000412749
230,1343.48,0.6154,0.32255,0.84815,0.99437,0.99923,0.99408,0.76876,0.81722,0.31485,0.94407,0.000407248,0.000407248,0.000407248
231,1349.17,0.62594,0.31474,0.84503,0.99648,1,0.994,0.77531,0.82284,0.31884,0.94794,0.000401747,0.000401747,0.000401747
232,1354.9,0.60544,0.3156,0.84587,0.99716,1,0.994,0.77529,0.82324,0.31916,0.9467,0.000396246,0.000396246,0.000396246
233,1360.65,0.61522,0.32206,0.84434,0.9977,1,0.99405,0.77463,0.81522,0.31682,0.94332,0.000390745,0.000390745,0.000390745
234,1366.61,0.62805,0.32704,0.84746,0.99771,1,0.9941,0.77986,0.80798,0.31597,0.94114,0.000385244,0.000385244,0.000385244
235,1372.51,0.60359,0.30913,0.85021,0.99774,1,0.99409,0.78015,0.80663,0.31667,0.94138,0.000379743,0.000379743,0.000379743
236,1378.26,0.60737,0.31058,0.84749,0.99739,1,0.99397,0.77815,0.80688,0.31488,0.94296,0.000374242,0.000374242,0.000374242
237,1384.13,0.62075,0.31765,0.84174,0.99753,1,0.99397,0.77648,0.80316,0.31144,0.941,0.00036874,0.00036874,0.00036874
238,1389.77,0.61247,0.30959,0.85043,0.99778,1,0.99397,0.77399,0.8063,0.31023,0.94199,0.000363239,0.000363239,0.000363239
239,1395.48,0.60758,0.31816,0.84822,0.99766,1,0.99398,0.77545,0.81328,0.31244,0.94493,0.000357738,0.000357738,0.000357738
240,1401.27,0.60216,0.31046,0.84516,0.99767,1,0.99399,0.77343,0.81725,0.31457,0.94872,0.000352237,0.000352237,0.000352237
241,1407.28,0.60519,0.31048,0.84721,0.99764,1,0.99407,0.77084,0.81665,0.31777,0.95095,0.000346736,0.000346736,0.000346736
242,1413.06,0.63187,0.31394,0.85787,0.99751,1,0.99408,0.77347,0.82126,0.31847,0.95266,0.000341235,0.000341235,0.000341235
243,1418.8,0.61203,0.31278,0.84761,0.99763,1,0.99403,0.7754,0.82127,0.31952,0.95225,0.000335734,0.000335734,0.000335734
244,1424.59,0.64567,0.32292,0.86743,0.99783,1,0.99399,0.77568,0.81811,0.31288,0.94851,0.000330233,0.000330233,0.000330233
245,1430.29,0.60253,0.31103,0.8435,0.99793,1,0.99393,0.77957,0.81551,0.3138,0.94687,0.000324732,0.000324732,0.000324732
246,1436.01,0.61273,0.31521,0.83905,0.99777,1,0.99388,0.77529,0.82135,0.31468,0.94941,0.000319231,0.000319231,0.000319231
247,1441.76,0.59526,0.30714,0.85589,0.9972,1,0.99395,0.77382,0.82043,0.31852,0.9483,0.000313729,0.000313729,0.000313729
248,1447.74,0.59782,0.30523,0.84701,0.9968,1,0.99403,0.77808,0.81895,0.31738,0.94721,0.000308228,0.000308228,0.000308228
249,1453.45,0.61899,0.31161,0.84445,0.99642,1,0.99415,0.77406,0.82425,0.31575,0.94794,0.000302727,0.000302727,0.000302727
250,1459.38,0.59795,0.31275,0.84077,0.99617,1,0.99424,0.7706,0.82922,0.31575,0.94978,0.000297226,0.000297226,0.000297226
251,1465.1,0.60691,0.31313,0.84845,0.9962,1,0.99436,0.77088,0.82672,0.31994,0.94789,0.000291725,0.000291725,0.000291725
252,1470.84,0.58723,0.30825,0.83921,0.99685,1,0.99438,0.77073,0.81624,0.31476,0.94318,0.000286224,0.000286224,0.000286224
253,1476.55,0.62602,0.31484,0.84731,0.99729,1,0.9944,0.77393,0.81686,0.31183,0.94421,0.000280723,0.000280723,0.000280723
254,1482.32,0.61582,0.31294,0.84246,0.9967,1,0.99429,0.76875,0.82134,0.31178,0.94738,0.000275222,0.000275222,0.000275222
255,1488.03,0.58933,0.30036,0.84704,0.99568,1,0.99412,0.772,0.81155,0.31042,0.94341,0.000269721,0.000269721,0.000269721
256,1493.75,0.62894,0.31862,0.8485,0.99577,1,0.99406,0.77001,0.81225,0.30751,0.94304,0.00026422,0.00026422,0.00026422
257,1499.45,0.60649,0.3091,0.84006,0.99674,1,0.99399,0.77377,0.82305,0.31019,0.95148,0.000258718,0.000258718,0.000258718
258,1505.33,0.60111,0.30918,0.83927,0.99772,1,0.99395,0.77799,0.8308,0.31287,0.955,0.000253217,0.000253217,0.000253217
259,1511.39,0.58763,0.29545,0.84329,0.99782,1,0.99395,0.78233,0.83277,0.31343,0.95607,0.000247716,0.000247716,0.000247716
260,1517.18,0.5912,0.30225,0.852,0.99676,1,0.99416,0.78256,0.82038,0.30908,0.9483,0.000242215,0.000242215,0.000242215
261,1523.1,0.59105,0.30171,0.84792,0.99658,0.99998,0.99431,0.78559,0.8203,0.30783,0.94849,0.000236714,0.000236714,0.000236714
262,1528.97,0.5675,0.28781,0.84863,0.99651,0.99987,0.9944,0.78237,0.82153,0.30662,0.94828,0.000231213,0.000231213,0.000231213
263,1534.56,0.59794,0.3038,0.84904,0.99703,1,0.99426,0.77833,0.82456,0.3081,0.94988,0.000225712,0.000225712,0.000225712
264,1540.27,0.58222,0.2944,0.84535,0.99686,1,0.99431,0.77708,0.8239,0.31099,0.94879,0.000220211,0.000220211,0.000220211
265,1546.38,0.61851,0.31392,0.84941,0.99716,1,0.99449,0.77323,0.81747,0.30691,0.94588,0.00021471,0.00021471,0.00021471
266,1551.92,0.58905,0.2962,0.84991,0.99719,1,0.99429,0.77139,0.819,0.30674,0.94581,0.000209209,0.000209209,0.000209209
267,1557.69,0.56977,0.29593,0.83746,0.99737,1,0.9941,0.77113,0.8235,0.30729,0.94677,0.000203707,0.000203707,0.000203707
268,1563.43,0.57534,0.29519,0.84095,0.99785,1,0.99393,0.77311,0.82599,0.30815,0.94843,0.000198206,0.000198206,0.000198206
269,1569.37,0.574,0.29564,0.83195,0.99774,1,0.99391,0.77454,0.82224,0.31001,0.94655,0.000192705,0.000192705,0.000192705
270,1575.3,0.5468,0.28545,0.83769,0.99757,1,0.99388,0.77594,0.81428,0.30816,0.94374,0.000187204,0.000187204,0.000187204
